magnitude,placename,time
1.45,"23km E of North Logan, Utah",18 Feb 2017 10:32 pm
1.45,"4km E of Butte, Montana",22 Feb 2017 12:02 pm
1.45,"25km WSW of Coalinga, California",25 Feb 2017 06:03 pm
1.45,"8km ENE of Washington, Utah",28 Feb 2017 08:08 am
1.44,"24km WSW of Westmorland, CA",01 Feb 2017 01:57 am
1.44,"4km NE of Alameda, California",04 Feb 2017 06:36 pm
1.44,"15km ESE of Lake Isabella, CA",07 Feb 2017 02:15 am
1.44,"31km NE of King City, California",13 Feb 2017 11:20 am
1.44,"8km SSE of Venersborg, Washington",20 Feb 2017 02:03 pm
1.44,"28km ENE of Greenfield, California",24 Feb 2017 11:41 pm
1.44,"18km ESE of Anza, CA",25 Feb 2017 12:28 am
1.43,"7km WNW of Avenal, California",31 Jan 2017 05:50 am
1.43,"30km ENE of Burney, California",31 Jan 2017 02:38 pm
1.43,"6km NW of The Geysers, California",31 Jan 2017 04:39 pm
1.43,"6km SSE of Livermore, California",02 Feb 2017 10:47 pm
1.43,"10km NNE of Upper Lake, California",04 Feb 2017 01:21 pm
1.43,"36km NE of Old Faithful Geyser, Wyoming",05 Feb 2017 03:22 am
1.43,"35km N of Kanab, Utah",05 Feb 2017 06:31 pm
1.43,"6km W of Cobb, California",07 Feb 2017 12:17 am
1.43,"25km SSE of Mammoth Lakes, California",09 Feb 2017 07:13 am
1.43,"19km N of Burney, California",12 Feb 2017 09:17 am
1.43,"6km NNE of Hollister, California",18 Feb 2017 12:13 am
1.43,"11km NW of Grapevine, CA",22 Feb 2017 12:46 pm
1.43,"5km ESE of The Geysers, California",23 Feb 2017 04:15 am
1.43,"10km WNW of Langford, Canada",23 Feb 2017 11:03 pm
1.43,"6km SW of Volcano, Hawaii",26 Feb 2017 07:08 pm
1.43,"24km SW of Hoback, Wyoming",28 Feb 2017 03:51 am
1.43,"8km NE of San Martin, California",28 Feb 2017 04:30 am
1.43,"22km ESE of Yosemite Valley, California",01 Mar 2017 08:24 am
1.42,"25km ESE of Honaunau-Napoopoo, Hawaii",07 Feb 2017 03:23 pm
1.42,"13km NE of San Simeon, California",12 Feb 2017 12:17 am
1.42,"2km SE of West Yellowstone, Montana",12 Feb 2017 04:51 pm
1.42,"8km SW of Salton City, CA",12 Feb 2017 11:12 pm
1.42,"3km E of Lower Lake, California",13 Feb 2017 06:13 am
1.42,"14km W of Paris, Idaho",17 Feb 2017 04:29 am
1.42,"5km S of Volcano, Hawaii",18 Feb 2017 01:13 pm
1.42,"11km ENE of Yountville, California",19 Feb 2017 10:24 am
1.42,"14km WNW of Belfair, Washington",22 Feb 2017 09:34 pm
1.42,"10km WNW of Calipatria, CA",25 Feb 2017 10:21 pm
1.42,"6km SW of Volcano, Hawaii",27 Feb 2017 10:55 am
1.42,"11km E of Mammoth Lakes, California",28 Feb 2017 02:11 am
1.42,"3km E of Julian, CA",01 Mar 2017 08:46 am
1.41,"7km WNW of Avenal, California",31 Jan 2017 07:10 am
1.41,"32km ENE of Coso Junction, CA",01 Feb 2017 08:49 am
1.41,"9km NE of Mexicali, B.C., MX",03 Feb 2017 12:26 pm
1.41,"2km SE of West Hollywood, CA",03 Feb 2017 06:24 pm
1.41,"4km W of Cobb, California",09 Feb 2017 10:03 am
1.41,"8km E of Enoch, Utah",11 Feb 2017 12:59 am
1.41,"11km W of Niland, CA",13 Feb 2017 03:24 am
1.41,"15km E of Enumclaw, Washington",14 Feb 2017 03:08 pm
1.41,"0km E of The Geysers, California",15 Feb 2017 05:38 am
1.41,"10km SE of Graham, Washington",16 Feb 2017 12:57 pm
1.41,"8km W of Holtville, CA",17 Feb 2017 05:14 am
1.41,"3km S of Loyola, California",17 Feb 2017 12:04 pm
1.41,"2km NW of The Geysers, California",18 Feb 2017 05:48 pm
1.41,"25km SSE of Mammoth Lakes, California",19 Feb 2017 10:46 pm
1.41,"3km ENE of Banning, CA",25 Feb 2017 09:52 am
1.41,"9km W of Volcano, Hawaii",28 Feb 2017 04:34 am
1.4,"40km ENE of Whittier, Alaska",31 Jan 2017 03:38 am
1.4,"90km WSW of Cantwell, Alaska",31 Jan 2017 03:58 am
1.4,"42km W of Valdez, Alaska",31 Jan 2017 04:01 am
1.4,"122km NNW of Kodiak Station, Alaska",31 Jan 2017 07:45 am
1.4,"43km SW of Cantwell, Alaska",31 Jan 2017 10:45 am
1.4,"69km W of Gustavus, Alaska",31 Jan 2017 01:05 pm
1.4,"28km WSW of Hawthorne, Nevada",31 Jan 2017 02:24 pm
1.4,"113km S of Coldfoot, Alaska",31 Jan 2017 04:58 pm
1.4,"75km NW of Larsen Bay, Alaska",31 Jan 2017 08:37 pm
1.4,"117km WNW of Gustavus, Alaska",31 Jan 2017 09:14 pm
1.4,"78km NW of Nikiski, Alaska",31 Jan 2017 11:28 pm
1.4,"123km NNW of Kodiak Station, Alaska",01 Feb 2017 02:23 am
1.4,"15km NE of Sterling, Alaska",01 Feb 2017 04:46 am
1.4,"97km WSW of Talkeetna, Alaska",01 Feb 2017 03:44 pm
1.4,"95km NNW of Talkeetna, Alaska",01 Feb 2017 03:59 pm
1.4,"7km NE of Anchor Point, Alaska",01 Feb 2017 07:37 pm
1.4,"25km SSW of Coalinga, California",01 Feb 2017 08:42 pm
1.4,"37km W of Anchor Point, Alaska",01 Feb 2017 09:04 pm
1.4,"44km NNE of McGrath, Alaska",01 Feb 2017 09:49 pm
1.4,"28km E of Anchorage, Alaska",02 Feb 2017 06:23 am
1.4,"44km S of Gabbs, Nevada",02 Feb 2017 07:21 am
1.4,"7km ENE of Hollister, California",02 Feb 2017 07:38 am
1.4,"29km SW of Hawthorne, Nevada",02 Feb 2017 11:02 am
1.4,"6km SSW of Sterling, Alaska",02 Feb 2017 11:18 am
1.4,"91km NNW of Yakutat, Alaska",02 Feb 2017 11:21 am
1.4,"74km E of Cape Yakataga, Alaska",02 Feb 2017 08:02 pm
1.4,"66km W of Anchor Point, Alaska",02 Feb 2017 10:15 pm
1.4,"79km E of Cape Yakataga, Alaska",03 Feb 2017 06:48 am
1.4,"60km SW of Kaktovik, Alaska",03 Feb 2017 08:06 am
1.4,"71km W of Cantwell, Alaska",03 Feb 2017 08:21 am
1.4,"20km ENE of Talkeetna, Alaska",03 Feb 2017 01:13 pm
1.4,"93km NNW of Nikiski, Alaska",03 Feb 2017 04:48 pm
1.4,"109km NW of Talkeetna, Alaska",03 Feb 2017 05:50 pm
1.4,"59km WSW of King Salmon, Alaska",03 Feb 2017 06:48 pm
1.4,"63km W of Anchor Point, Alaska",03 Feb 2017 08:08 pm
1.4,"64km NNW of Cape Yakataga, Alaska",04 Feb 2017 01:17 am
1.4,"87km NW of Talkeetna, Alaska",04 Feb 2017 04:41 am
1.4,"1km ENE of Pacifica, California",04 Feb 2017 05:26 am
1.4,"27km E of Redoubt Volcano, Alaska",04 Feb 2017 11:03 am
1.4,"53km ENE of Cantwell, Alaska",04 Feb 2017 12:04 pm
1.4,"43km WSW of Anchor Point, Alaska",04 Feb 2017 02:45 pm
1.4,"159km E of Chitina, Alaska",04 Feb 2017 03:00 pm
1.4,"65km ESE of Lakeview, Oregon",04 Feb 2017 03:42 pm
1.4,"110km SW of Homer, Alaska",05 Feb 2017 02:55 am
1.4,"35km ESE of Sutton-Alpine, Alaska",05 Feb 2017 03:51 am
1.4,"167km WNW of Haines Junction, Canada",05 Feb 2017 06:16 am
1.4,"74km NE of Whittier, Alaska",05 Feb 2017 11:47 am
1.4,"3km ESE of Mammoth Lakes, California",05 Feb 2017 03:10 pm
1.4,"83km NW of Fort Yukon, Alaska",05 Feb 2017 03:29 pm
1.4,"81km W of Gustavus, Alaska",05 Feb 2017 06:08 pm
1.4,"62km NE of Talkeetna, Alaska",05 Feb 2017 06:26 pm
1.4,"32km NW of Valdez, Alaska",05 Feb 2017 07:45 pm
1.4,"38km WSW of Anchor Point, Alaska",05 Feb 2017 09:03 pm
1.4,"49km W of Anchor Point, Alaska",05 Feb 2017 10:36 pm
1.4,"41km NNE of Whittier, Alaska",06 Feb 2017 12:00 am
1.4,"34km S of Tanana, Alaska",06 Feb 2017 12:23 am
1.4,"86km WSW of Cordova, Alaska",06 Feb 2017 01:05 am
1.4,"47km E of Bear Creek, Alaska",06 Feb 2017 01:16 am
1.4,"31km S of Redoubt Volcano, Alaska",06 Feb 2017 01:58 am
1.4,"37km S of Anchorage, Alaska",06 Feb 2017 05:42 am
1.4,"85km WSW of Anchor Point, Alaska",06 Feb 2017 08:21 am
1.4,"5km NNW of Brawley, CA",06 Feb 2017 08:29 am
1.4,"16km W of Garrett, Washington",06 Feb 2017 08:55 am
1.4,"11km NE of Cantwell, Alaska",06 Feb 2017 07:34 pm
1.4,"37km E of Redoubt Volcano, Alaska",06 Feb 2017 11:54 pm
1.4,"96km W of Talkeetna, Alaska",07 Feb 2017 12:22 am
1.4,"68km SSW of Redoubt Volcano, Alaska",07 Feb 2017 05:17 am
1.4,"91km W of Larsen Bay, Alaska",07 Feb 2017 05:24 am
1.4,"93km WSW of Cantwell, Alaska",07 Feb 2017 06:09 am
1.4,"118km NE of Chignik Lake, Alaska",07 Feb 2017 06:09 am
1.4,"90km NW of Talkeetna, Alaska",07 Feb 2017 10:03 am
1.4,"77km W of Cantwell, Alaska",07 Feb 2017 10:24 am
1.4,"63km W of Anchor Point, Alaska",07 Feb 2017 10:42 am
1.4,"27km SE of Tanana, Alaska",07 Feb 2017 11:46 am
1.4,"37km NW of Beatty, Nevada",07 Feb 2017 05:39 pm
1.4,"29km SW of Hawthorne, Nevada",07 Feb 2017 06:50 pm
1.4,"75km NNW of Kodiak, Alaska",07 Feb 2017 07:49 pm
1.4,"4km WNW of Ridgely, Tennessee",08 Feb 2017 12:28 am
1.4,"47km S of Redoubt Volcano, Alaska",08 Feb 2017 12:57 am
1.4,"66km W of Anchor Point, Alaska",08 Feb 2017 01:18 am
1.4,"112km SE of Old Iliamna, Alaska",08 Feb 2017 04:14 am
1.4,"7km E of Alum Rock, California",08 Feb 2017 05:25 am
1.4,"28km SSW of Hawthorne, Nevada",08 Feb 2017 07:16 am
1.4,"109km W of Talkeetna, Alaska",08 Feb 2017 07:36 am
1.4,"22km E of Y, Alaska",08 Feb 2017 07:51 am
1.4,"113km NW of Talkeetna, Alaska",08 Feb 2017 07:55 am
1.4,"30km N of Fishhook, Alaska",08 Feb 2017 02:36 pm
1.4,"54km WSW of Anchor Point, Alaska",08 Feb 2017 03:20 pm
1.4,"64km W of Anchor Point, Alaska",08 Feb 2017 05:23 pm
1.4,"141km NNW of Dillingham, Alaska",08 Feb 2017 09:29 pm
1.4,"92km NW of Cape Yakataga, Alaska",08 Feb 2017 10:20 pm
1.4,"28km NW of Anchor Point, Alaska",09 Feb 2017 12:18 am
1.4,"61km NE of Talkeetna, Alaska",09 Feb 2017 01:12 am
1.4,"18km NNE of Anchor Point, Alaska",09 Feb 2017 02:21 am
1.4,"52km ENE of Whittier, Alaska",09 Feb 2017 02:50 am
1.4,"83km NNW of Nikiski, Alaska",09 Feb 2017 03:03 am
1.4,"64km N of Talkeetna, Alaska",09 Feb 2017 04:52 am
1.4,"45km W of Willow, Alaska",09 Feb 2017 06:50 am
1.4,"47km NW of Nikiski, Alaska",09 Feb 2017 09:44 am
1.4,"26km SW of Hawthorne, Nevada",09 Feb 2017 10:33 am
1.4,"34km SE of Sterling, Alaska",09 Feb 2017 01:01 pm
1.4,"14km N of Diamond Ridge, Alaska",09 Feb 2017 03:25 pm
1.4,"93km NNW of Talkeetna, Alaska",09 Feb 2017 05:14 pm
1.4,"31km ESE of Sutton-Alpine, Alaska",09 Feb 2017 07:55 pm
1.4,"50km NNW of Talkeetna, Alaska",09 Feb 2017 10:11 pm
1.4,"54km N of Valdez, Alaska",09 Feb 2017 11:11 pm
1.4,"136km E of McGrath, Alaska",10 Feb 2017 12:12 am
1.4,"59km ESE of Whittier, Alaska",10 Feb 2017 12:44 am
1.4,"32km SE of Healy, Alaska",10 Feb 2017 10:50 am
1.4,"34km NNE of Whittier, Alaska",10 Feb 2017 12:17 pm
1.4,"123km NNW of Talkeetna, Alaska",10 Feb 2017 01:27 pm
1.4,"94km NW of Talkeetna, Alaska",10 Feb 2017 02:13 pm
1.4,"50km NNE of Nikiski, Alaska",10 Feb 2017 06:05 pm
1.4,"153km ENE of McGrath, Alaska",10 Feb 2017 06:53 pm
1.4,"42km WSW of Talkeetna, Alaska",10 Feb 2017 08:15 pm
1.4,"54km NNE of Talkeetna, Alaska",10 Feb 2017 08:55 pm
1.4,"65km NE of Y, Alaska",10 Feb 2017 09:25 pm
1.4,"20km NW of Hawthorne, Nevada",10 Feb 2017 11:07 pm
1.4,"32km WSW of Anchorage, Alaska",11 Feb 2017 05:30 am
1.4,"59km W of Talkeetna, Alaska",11 Feb 2017 06:45 am
1.4,"104km S of Tok, Alaska",11 Feb 2017 10:46 am
1.4,"28km ESE of Redoubt Volcano, Alaska",11 Feb 2017 12:27 pm
1.4,"85km NNW of Talkeetna, Alaska",11 Feb 2017 01:47 pm
1.4,"75km NW of Arctic Village, Alaska",11 Feb 2017 03:14 pm
1.4,"26km S of Cohoe, Alaska",11 Feb 2017 03:27 pm
1.4,"50km NNE of Sutton-Alpine, Alaska",11 Feb 2017 04:22 pm
1.4,"27km NW of Willow, Alaska",11 Feb 2017 04:57 pm
1.4,"48km WNW of Anchor Point, Alaska",11 Feb 2017 08:50 pm
1.4,"27km WNW of Anchor Point, Alaska",11 Feb 2017 09:36 pm
1.4,"15km WSW of Willow, Alaska",12 Feb 2017 02:02 am
1.4,"34km WNW of Nikiski, Alaska",12 Feb 2017 04:18 am
1.4,"69km W of Anchor Point, Alaska",12 Feb 2017 08:11 am
1.4,"18km S of Mariposa, California",12 Feb 2017 10:53 am
1.4,"31km E of Redoubt Volcano, Alaska",12 Feb 2017 11:36 am
1.4,"26km WNW of Anchor Point, Alaska",12 Feb 2017 11:42 am
1.4,"59km NNW of Yakutat, Alaska",12 Feb 2017 12:04 pm
1.4,"46km NNE of Cold Springs, Nevada",12 Feb 2017 01:24 pm
1.4,"83km NNW of Talkeetna, Alaska",12 Feb 2017 04:06 pm
1.4,"11km SW of Willow, Alaska",12 Feb 2017 07:58 pm
1.4,"8km SSW of Big Lake, Alaska",12 Feb 2017 09:58 pm
1.4,"92km S of Tok, Alaska",12 Feb 2017 11:29 pm
1.4,"67km NE of Talkeetna, Alaska",13 Feb 2017 03:13 am
1.4,"50km ESE of Cantwell, Alaska",13 Feb 2017 06:45 am
1.4,"44km NNE of Talkeetna, Alaska",13 Feb 2017 10:31 am
1.4,"118km W of Talkeetna, Alaska",13 Feb 2017 10:42 am
1.4,"34km NNW of Valdez, Alaska",13 Feb 2017 10:44 am
1.4,"62km W of Cantwell, Alaska",13 Feb 2017 04:05 pm
1.4,"111km NW of Talkeetna, Alaska",13 Feb 2017 04:42 pm
1.4,"26km NW of Currant, Nevada",13 Feb 2017 05:32 pm
1.4,"39km ESE of Sutton-Alpine, Alaska",13 Feb 2017 08:13 pm
1.4,"27km WSW of Hawthorne, Nevada",13 Feb 2017 10:41 pm
1.4,"34km NNW of Fritz Creek, Alaska",14 Feb 2017 12:39 am
1.4,"30km SW of Hawthorne, Nevada",14 Feb 2017 04:37 am
1.4,"110km NNE of Chignik Lake, Alaska",14 Feb 2017 04:56 am
1.4,"47km ENE of Talkeetna, Alaska",14 Feb 2017 06:32 am
1.4,"73km NE of Kobuk, Alaska",14 Feb 2017 06:48 am
1.4,"4km SE of Home Gardens, CA",14 Feb 2017 10:14 am
1.4,"82km SSE of Cantwell, Alaska",14 Feb 2017 12:32 pm
1.4,"9km N of Y, Alaska",14 Feb 2017 03:34 pm
1.4,"27km WNW of Valdez, Alaska",14 Feb 2017 04:39 pm
1.4,"90km NW of Talkeetna, Alaska",14 Feb 2017 05:31 pm
1.4,"79km NNW of Talkeetna, Alaska",14 Feb 2017 06:01 pm
1.4,"27km ENE of Bridgeport, California",14 Feb 2017 08:40 pm
1.4,"27km NW of Valdez, Alaska",14 Feb 2017 09:07 pm
1.4,"29km N of Whittier, Alaska",15 Feb 2017 12:36 am
1.4,"49km W of Seward, Alaska",15 Feb 2017 02:02 am
1.4,"19km W of Kalifornsky, Alaska",15 Feb 2017 02:41 am
1.4,"108km WSW of Talkeetna, Alaska",15 Feb 2017 04:36 am
1.4,"27km NNE of Sterling, Alaska",15 Feb 2017 06:22 am
1.4,"36km NE of Nikiski, Alaska",15 Feb 2017 09:48 am
1.4,"39km W of Anchor Point, Alaska",15 Feb 2017 10:06 am
1.4,"54km ENE of Whittier, Alaska",15 Feb 2017 02:59 pm
1.4,"27km WSW of Hawthorne, Nevada",15 Feb 2017 03:05 pm
1.4,"17km W of Yerington, Nevada",15 Feb 2017 04:57 pm
1.4,"36km E of Sutton-Alpine, Alaska",15 Feb 2017 05:15 pm
1.4,"54km SE of Old Iliamna, Alaska",15 Feb 2017 07:38 pm
1.4,"61km NNW of Talkeetna, Alaska",15 Feb 2017 10:08 pm
1.4,"57km ESE of Lazy Mountain, Alaska",15 Feb 2017 10:10 pm
1.4,"29km NNW of Anchor Point, Alaska",15 Feb 2017 10:37 pm
1.4,"39km W of Nikiski, Alaska",16 Feb 2017 12:32 am
1.4,"4km SE of Big Lake, Alaska",16 Feb 2017 05:00 am
1.4,"106km SSW of Fort McPherson, Canada",16 Feb 2017 07:55 am
1.4,"48km WNW of Cantwell, Alaska",16 Feb 2017 10:34 am
1.4,"14km S of Haines Junction, Canada",16 Feb 2017 10:53 am
1.4,"24km ENE of Bridgeport, California",16 Feb 2017 10:54 am
1.4,"32km SE of Valdez, Alaska",16 Feb 2017 01:18 pm
1.4,"7km S of Circle Hot Springs Station, Alaska",17 Feb 2017 07:52 am
1.4,"97km WSW of Cantwell, Alaska",17 Feb 2017 02:15 pm
1.4,"53km NE of Talkeetna, Alaska",17 Feb 2017 05:09 pm
1.4,"99km W of Willow, Alaska",17 Feb 2017 06:29 pm
1.4,"72km WSW of Anchor Point, Alaska",17 Feb 2017 08:54 pm
1.4,"101km NNE of Coldfoot, Alaska",17 Feb 2017 10:28 pm
1.4,"110km WNW of Willow, Alaska",18 Feb 2017 01:18 am
1.4,"78km NNW of Nikiski, Alaska",18 Feb 2017 01:32 am
1.4,"70km W of Anchor Point, Alaska",18 Feb 2017 04:53 am
1.4,"92km ENE of Cape Yakataga, Alaska",18 Feb 2017 10:17 am
1.4,"92km W of Cantwell, Alaska",18 Feb 2017 12:03 pm
1.4,"68km N of Nikiski, Alaska",18 Feb 2017 01:09 pm
1.4,"30km SW of Hawthorne, Nevada",18 Feb 2017 02:47 pm
1.4,"63km ENE of Cantwell, Alaska",18 Feb 2017 02:57 pm
1.4,"69km SE of Hawthorne, Nevada",18 Feb 2017 03:01 pm
1.4,"69km SW of Tok, Alaska",18 Feb 2017 04:17 pm
1.4,"6km NNE of Big Lake, Alaska",18 Feb 2017 05:54 pm
1.4,"29km WSW of Hawthorne, Nevada",18 Feb 2017 08:04 pm
1.4,"50km W of Valdez, Alaska",19 Feb 2017 01:23 am
1.4,"70km W of Valdez, Alaska",19 Feb 2017 06:06 am
1.4,"42km W of Larsen Bay, Alaska",19 Feb 2017 07:08 am
1.4,"124km NNW of Kodiak Station, Alaska",19 Feb 2017 08:04 am
1.4,"46km W of Anchor Point, Alaska",19 Feb 2017 11:43 am
1.4,"30km ENE of Bridgeport, California",19 Feb 2017 12:30 pm
1.4,"30km WSW of Hawthorne, Nevada",19 Feb 2017 12:41 pm
1.4,"20km N of Anchor Point, Alaska",19 Feb 2017 04:34 pm
1.4,"12km SSW of Circle Hot Springs Station, Alaska",20 Feb 2017 12:12 am
1.4,"103km NW of Talkeetna, Alaska",20 Feb 2017 03:01 am
1.4,"71km NNW of Talkeetna, Alaska",20 Feb 2017 11:53 am
1.4,"30km SSE of Redoubt Volcano, Alaska",20 Feb 2017 02:08 pm
1.4,"28km WSW of Hawthorne, Nevada",20 Feb 2017 08:59 pm
1.4,"38km ESE of Sutton-Alpine, Alaska",21 Feb 2017 12:24 am
1.4,"64km WSW of Valdez, Alaska",21 Feb 2017 02:34 am
1.4,"45km W of Talkeetna, Alaska",21 Feb 2017 03:06 am
1.4,"26km ENE of Bridgeport, California",21 Feb 2017 03:26 am
1.4,"116km W of Talkeetna, Alaska",21 Feb 2017 05:38 am
1.4,"29km WSW of Hawthorne, Nevada",21 Feb 2017 06:11 am
1.4,"68km ENE of Cantwell, Alaska",21 Feb 2017 07:38 am
1.4,"52km N of Valdez, Alaska",21 Feb 2017 12:42 pm
1.4,"83km NW of Talkeetna, Alaska",21 Feb 2017 02:00 pm
1.4,"72km NNW of Valdez, Alaska",21 Feb 2017 04:44 pm
1.4,"70km ESE of Cantwell, Alaska",21 Feb 2017 05:49 pm
1.4,"46km SW of Homer, Alaska",21 Feb 2017 06:04 pm
1.4,"35km SW of Homer, Alaska",21 Feb 2017 07:21 pm
1.4,"71km N of College, Alaska",21 Feb 2017 07:27 pm
1.4,"54km W of Talkeetna, Alaska",22 Feb 2017 01:51 am
1.4,"180km E of Chitina, Alaska",22 Feb 2017 12:20 pm
1.4,"25km E of Fritz Creek, Alaska",22 Feb 2017 01:21 pm
1.4,"32km ESE of Sutton-Alpine, Alaska",22 Feb 2017 01:54 pm
1.4,"119km NNW of Kodiak Station, Alaska",22 Feb 2017 04:00 pm
1.4,"49km NNW of Valdez, Alaska",22 Feb 2017 05:46 pm
1.4,"59km WSW of Willow, Alaska",22 Feb 2017 07:32 pm
1.4,"55km S of Cantwell, Alaska",22 Feb 2017 08:32 pm
1.4,"9km E of Clearlake Oaks, California",22 Feb 2017 10:02 pm
1.4,"29km ENE of Bridgeport, California",22 Feb 2017 10:57 pm
1.4,"69km SW of Anchor Point, Alaska",22 Feb 2017 11:57 pm
1.4,"3km WNW of Ridgely, Tennessee",23 Feb 2017 01:23 am
1.4,"39km SE of Cantwell, Alaska",23 Feb 2017 02:14 am
1.4,"34km SSE of Bunkerville, Nevada",23 Feb 2017 03:35 am
1.4,"3km WSW of Tahoe Vista, California",23 Feb 2017 04:49 am
1.4,"63km SE of Whittier, Alaska",23 Feb 2017 08:10 am
1.4,"24km E of Cordova, Alaska",23 Feb 2017 10:38 am
1.4,"35km E of Lazy Mountain, Alaska",23 Feb 2017 01:46 pm
1.4,"39km W of Big Lake, Alaska",24 Feb 2017 01:43 am
1.4,"71km NNW of Talkeetna, Alaska",24 Feb 2017 06:22 pm
1.4,"44km S of Redoubt Volcano, Alaska",24 Feb 2017 08:52 pm
1.4,"3km SSW of Brawley, CA",24 Feb 2017 09:14 pm
1.4,"25km N of Currant, Nevada",25 Feb 2017 02:39 pm
1.4,"179km E of Chitina, Alaska",26 Feb 2017 01:35 am
1.4,"38km WSW of Willow, Alaska",26 Feb 2017 02:13 am
1.4,"6km S of Soldotna, Alaska",26 Feb 2017 09:11 am
1.4,"10km SE of Chester, California",26 Feb 2017 10:37 am
1.4,"40km NNW of North Nenana, Alaska",27 Feb 2017 01:06 pm
1.4,"29km ENE of Bridgeport, California",27 Feb 2017 02:13 pm
1.4,"29km WNW of Valdez, Alaska",27 Feb 2017 06:33 pm
1.4,"22km ESE of El Negro, Puerto Rico",01 Mar 2017 12:26 am
1.4,"36km NNE of Fernley, Nevada",01 Mar 2017 02:38 pm
1.39,"9km SSW of Holtville, CA",03 Feb 2017 08:47 am
1.39,"5km NNW of Vonore, Tennessee",04 Feb 2017 04:09 am
1.39,"33km WNW of Lima, Montana",06 Feb 2017 07:13 pm
1.39,"44km ENE of Kanab, Utah",08 Feb 2017 03:46 am
1.39,"5km NW of Boron, CA",08 Feb 2017 04:29 pm
1.39,"17km S of Fern Acres, Hawaii",15 Feb 2017 01:13 pm
1.39,"23km E of North Logan, Utah",17 Feb 2017 02:15 am
1.39,"25km SSE of Mammoth Lakes, California",20 Feb 2017 01:21 am
1.39,"7km WSW of Fillmore, CA",24 Feb 2017 03:37 pm
1.39,"6km NW of The Geysers, California",26 Feb 2017 02:47 pm
1.39,"3km NW of Dixon Lane-Meadow Creek, California",28 Feb 2017 07:40 pm
1.38,"20km ENE of Honaunau-Napoopoo, Hawaii",07 Feb 2017 05:43 am
1.38,"12km S of Big Bear Lake, CA",07 Feb 2017 08:00 am
1.38,"6km S of Valencia, CA",07 Feb 2017 07:20 pm
1.38,"15km NE of Little Lake, CA",08 Feb 2017 06:47 pm
1.38,Utah,13 Feb 2017 05:10 am
1.38,"10km NNW of Dillon, Montana",15 Feb 2017 10:55 pm
1.38,"2km NNW of The Geysers, California",16 Feb 2017 08:04 pm
1.38,"19km ENE of Little Lake, CA",17 Feb 2017 05:40 pm
1.38,"25km ENE of Greenfield, California",19 Feb 2017 03:06 pm
1.38,"26km E of Honaunau-Napoopoo, Hawaii",20 Feb 2017 09:13 am
1.38,"7km SSE of Home Gardens, CA",20 Feb 2017 10:16 am
1.38,"5km E of Butte, Montana",27 Feb 2017 12:04 pm
1.38,"0km NE of The Geysers, California",28 Feb 2017 12:14 am
1.38,"13km SSE of Volcano, Hawaii",28 Feb 2017 04:32 am
1.38,"2km NW of Aguanga, CA",28 Feb 2017 08:53 pm
1.37,"7km W of Avenal, California",31 Jan 2017 06:44 am
1.37,"23km NNE of Kernville, CA",31 Jan 2017 08:02 am
1.37,"6km WNW of The Geysers, California",03 Feb 2017 12:14 am
1.37,"8km SE of Bombay Beach, CA",05 Feb 2017 02:00 am
1.37,"7km ENE of Anza, CA",05 Feb 2017 07:29 pm
1.37,"25km ENE of Soledad, California",06 Feb 2017 03:42 am
1.37,"6km SSW of Mojave, CA",06 Feb 2017 12:13 pm
1.37,"3km SSE of The Geysers, California",06 Feb 2017 11:40 pm
1.37,"1km N of Esperance, Washington",08 Feb 2017 10:24 am
1.37,"6km NE of Ridgemark, California",12 Feb 2017 07:15 am
1.37,"38km ESE of Johannesburg, CA",16 Feb 2017 03:26 am
1.37,"11km ESE of Alum Rock, California",18 Feb 2017 12:48 pm
1.37,"7km NNE of Coalinga, California",22 Feb 2017 12:25 pm
1.37,"13km SE of Tehachapi, CA",24 Feb 2017 12:57 pm
1.37,"5km W of Yucaipa, CA",27 Feb 2017 05:48 am
1.37,"4km WSW of Napavine, Washington",01 Mar 2017 03:26 pm
1.36,"24km NE of Trona, CA",01 Feb 2017 12:10 pm
1.36,"6km W of Cobb, California",03 Feb 2017 05:19 pm
1.36,"22km N of Kernville, CA",04 Feb 2017 06:10 am
1.36,"6km W of Cobb, California",04 Feb 2017 08:18 am
1.36,"2km SE of Home Gardens, CA",06 Feb 2017 02:05 pm
1.36,"7km ESE of Belfair, Washington",06 Feb 2017 11:57 pm
1.36,"15km ESE of Lake Isabella, CA",08 Feb 2017 11:21 am
1.36,"9km WNW of Cobb, California",11 Feb 2017 05:27 pm
1.36,"7km WSW of Lincoln, Montana",13 Feb 2017 09:25 am
1.36,"13km W of Mojave, CA",13 Feb 2017 10:54 am
1.36,"5km W of Yucaipa, CA",22 Feb 2017 01:28 pm
1.36,"8km ESE of Valle Vista, CA",23 Feb 2017 08:37 am
1.36,"3km NNW of Union City, California",25 Feb 2017 03:55 pm
1.36,"6km S of Gilroy, California",26 Feb 2017 08:34 am
1.36,"9km WNW of The Geysers, California",26 Feb 2017 02:26 pm
1.36,"15km S of Volcano, Hawaii",01 Mar 2017 04:30 am
1.35,"7km WNW of Avenal, California",31 Jan 2017 06:08 am
1.35,"15km SSW of Ocotillo, CA",03 Feb 2017 08:38 pm
1.35,"4km WSW of Calimesa, CA",10 Feb 2017 11:19 pm
1.35,"17km ENE of Fairview, Utah",11 Feb 2017 04:01 am
1.35,"8km SW of Little Lake, CA",14 Feb 2017 08:30 am
1.35,"25km SSE of Mammoth Lakes, California",19 Feb 2017 11:03 pm
