magnitude,placename,time
1.6,"39km E of Redoubt Volcano, Alaska",22 Feb 2017 07:31 pm
1.6,"5km ESE of The Geysers, California",22 Feb 2017 07:53 pm
1.6,"38km WNW of Anchor Point, Alaska",22 Feb 2017 11:12 pm
1.6,"8km SSW of Searles Valley, CA",23 Feb 2017 02:03 am
1.6,"41km NE of Old Faithful Geyser, Wyoming",23 Feb 2017 04:10 am
1.6,"36km NNE of Kodiak, Alaska",23 Feb 2017 05:16 am
1.6,"66km WSW of Anchor Point, Alaska",23 Feb 2017 08:05 am
1.6,"76km ENE of Old Iliamna, Alaska",23 Feb 2017 10:20 am
1.6,"48km WSW of Anchor Point, Alaska",23 Feb 2017 05:16 pm
1.6,"65km WNW of Willow, Alaska",23 Feb 2017 06:30 pm
1.6,"23km S of Soda Springs, Idaho",23 Feb 2017 07:13 pm
1.6,"70km ESE of Lazy Mountain, Alaska",23 Feb 2017 09:45 pm
1.6,"6km SSE of Badger, Alaska",23 Feb 2017 10:43 pm
1.6,"47km S of Anchorage, Alaska",24 Feb 2017 02:21 am
1.6,"42km W of Talkeetna, Alaska",24 Feb 2017 07:41 am
1.6,"4km SW of Imperial, CA",24 Feb 2017 10:49 am
1.6,"33km SW of Anchorage, Alaska",24 Feb 2017 04:11 pm
1.6,"12km NW of Fritz Creek, Alaska",24 Feb 2017 07:46 pm
1.6,"35km E of Redoubt Volcano, Alaska",25 Feb 2017 04:59 am
1.6,"19km NNW of Currant, Nevada",25 Feb 2017 02:48 pm
1.6,"128km W of Cantwell, Alaska",25 Feb 2017 04:34 pm
1.6,"36km NNW of Battle Mountain, Nevada",25 Feb 2017 05:34 pm
1.6,"6km W of Y, Alaska",25 Feb 2017 06:56 pm
1.6,"37km E of Redoubt Volcano, Alaska",26 Feb 2017 07:44 am
1.6,"5km S of Gilroy, California",26 Feb 2017 03:17 pm
1.6,"55km SW of Cantwell, Alaska",26 Feb 2017 06:01 pm
1.6,"36km W of Kenai, Alaska",27 Feb 2017 12:01 am
1.6,"47km W of Haines, Alaska",27 Feb 2017 03:02 am
1.6,"43km WNW of Willow, Alaska",27 Feb 2017 09:24 am
1.6,"17km NNW of Anchorage, Alaska",27 Feb 2017 10:39 am
1.6,"3km NW of Circle Hot Springs Station, Alaska",27 Feb 2017 01:17 pm
1.6,"83km NW of Yakutat, Alaska",27 Feb 2017 07:59 pm
1.6,"108km W of Cantwell, Alaska",27 Feb 2017 10:39 pm
1.6,"28km WSW of Hawthorne, Nevada",28 Feb 2017 01:14 am
1.6,"16km NE of Little Lake, CA",28 Feb 2017 02:33 pm
1.59,"9km SSW of Volcano, Hawaii",31 Jan 2017 05:09 am
1.59,"6km ENE of Imperial, CA",05 Feb 2017 09:45 pm
1.59,"8km SW of Niland, CA",06 Feb 2017 04:41 am
1.59,"9km SW of Tiptonville, Tennessee",09 Feb 2017 06:36 pm
1.59,"12km NNW of Boardman, Oregon",10 Feb 2017 12:19 pm
1.59,"5km NW of Boron, CA",14 Feb 2017 04:36 pm
1.59,"25km SE of Mammoth Lakes, California",15 Feb 2017 07:07 am
1.59,"31km NW of Gunnison, Utah",19 Feb 2017 08:25 pm
1.59,"25km SSE of Mammoth Lakes, California",20 Feb 2017 01:25 am
1.59,"1km ENE of Mullan, Idaho",21 Feb 2017 09:59 pm
1.59,"21km NNW of Tehachapi, CA",22 Feb 2017 01:30 pm
1.59,"3km SE of Mill Plain, Washington",27 Feb 2017 06:24 am
1.59,"10km NNW of Big Bear City, CA",28 Feb 2017 09:29 am
1.59,"1km W of Cobb, California",01 Mar 2017 05:47 pm
1.58,"18km ESE of Mammoth Lakes, California",10 Feb 2017 06:59 am
1.58,"6km WNW of The Geysers, California",19 Feb 2017 01:47 pm
1.58,"2km ENE of The Geysers, California",20 Feb 2017 05:12 pm
1.58,"15km W of Huntington, Utah",20 Feb 2017 05:25 pm
1.58,"4km SE of The Geysers, California",20 Feb 2017 10:05 pm
1.58,"14km SE of Anza, CA",21 Feb 2017 02:23 pm
1.58,"6km W of Fillmore, CA",24 Feb 2017 02:57 am
1.58,"6km WNW of The Geysers, California",28 Feb 2017 03:03 am
1.57,"6km NNW of Friday Harbor, Washington",01 Feb 2017 07:16 pm
1.57,"12km SE of Bishop, California",05 Feb 2017 04:49 am
1.57,"5km S of Avenal, California",07 Feb 2017 07:11 pm
1.57,"20km NNE of Upper Lake, California",08 Feb 2017 05:49 am
1.57,"17km E of Angwin, California",09 Feb 2017 12:37 am
1.57,"13km ESE of Mammoth Lakes, California",11 Feb 2017 12:14 pm
1.57,"1km SSE of Mullan, Idaho",11 Feb 2017 09:59 pm
1.57,"13km S of Volcano, Hawaii",12 Feb 2017 08:36 pm
1.57,"31km WNW of Plain City, Utah",17 Feb 2017 02:05 am
1.57,"23km ENE of Soledad, California",19 Feb 2017 12:23 am
1.57,"2km S of Cobb, California",20 Feb 2017 05:14 pm
1.57,"25km E of Honaunau-Napoopoo, Hawaii",21 Feb 2017 04:01 pm
1.57,"23km SW of Coalinga, California",22 Feb 2017 09:22 pm
1.57,"16km N of Morgan Hill, California",26 Feb 2017 08:20 pm
1.57,"5km WNW of Cobb, California",28 Feb 2017 07:09 pm
1.57,"22km WNW of San Simeon, California",01 Mar 2017 04:17 pm
1.56,"26km ENE of King City, California",03 Feb 2017 05:43 pm
1.56,"6km ESE of Anthony, Kansas",05 Feb 2017 08:46 pm
1.56,"19km NNE of Upper Lake, California",08 Feb 2017 04:18 am
1.56,"36km NE of Old Faithful Geyser, Wyoming",08 Feb 2017 11:52 pm
1.56,"7km WSW of Niland, CA",10 Feb 2017 12:46 pm
1.56,"18km W of Ludlow, CA",13 Feb 2017 01:04 am
1.56,"35km N of Beaver, Utah",16 Feb 2017 08:55 pm
1.56,"23km WSW of Coalinga, California",19 Feb 2017 04:03 am
1.56,"18km ESE of Anza, CA",19 Feb 2017 09:03 pm
1.56,"18km W of Ludlow, CA",24 Feb 2017 09:34 pm
1.55,"16km WNW of Progreso, B.C., MX",04 Feb 2017 02:28 pm
1.55,"2km NNW of The Geysers, California",08 Feb 2017 11:21 pm
1.55,"24km NNE of Beaver, Utah",10 Feb 2017 02:33 pm
1.55,"5km NW of Boron, CA",12 Feb 2017 04:26 pm
1.55,"22km NE of Morgan, Utah",13 Feb 2017 09:23 am
1.55,"10km WNW of The Geysers, California",17 Feb 2017 07:31 am
1.55,"11km NE of Three Forks, Montana",19 Feb 2017 09:32 pm
1.55,"6km SSW of Volcano, Hawaii",23 Feb 2017 03:49 pm
1.55,"28km ENE of Delta, Utah",25 Feb 2017 03:19 am
1.55,"24km WSW of Weed, California",01 Mar 2017 02:34 am
1.54,"11km N of Victorville, CA",31 Jan 2017 09:38 am
1.54,"18km W of Caldwell, Kansas",03 Feb 2017 03:24 pm
1.54,"3km NW of The Geysers, California",06 Feb 2017 11:40 pm
1.54,"7km WSW of Niland, CA",10 Feb 2017 03:34 am
1.54,"2km ENE of Colton, CA",10 Feb 2017 11:05 pm
1.54,"3km WNW of Wauna, Washington",24 Feb 2017 10:25 am
1.54,"5km SW of Gilroy, California",26 Feb 2017 12:03 am
1.54,"9km WNW of The Geysers, California",27 Feb 2017 05:17 pm
1.54,"22km N of Panguitch, Utah",01 Mar 2017 01:26 am
1.53,"16km W of Caldwell, Kansas",02 Feb 2017 08:18 pm
1.53,"6km ENE of Coalinga, California",07 Feb 2017 10:44 am
1.53,"13km NE of Arvin, CA",11 Feb 2017 01:47 pm
1.53,"1km NW of The Geysers, California",15 Feb 2017 01:32 am
1.53,"4km SSW of Volcano, Hawaii",15 Feb 2017 10:43 am
1.53,"18km E of Anthony, Kansas",15 Feb 2017 01:14 pm
1.53,"45km ENE of Burney, California",17 Feb 2017 01:43 pm
1.53,"19km N of Yucca Valley, CA",22 Feb 2017 01:20 pm
1.53,"6km ENE of Upper Lake, California",23 Feb 2017 06:04 am
1.53,"9km SSW of Huron, California",24 Feb 2017 10:00 am
1.53,"34km NNE of Amboy, Washington",24 Feb 2017 11:43 pm
1.53,"9km SSE of Anthony, Kansas",27 Feb 2017 12:05 am
1.52,"5km NNW of Boron, CA",03 Feb 2017 02:06 pm
1.52,"7km NNE of Moreno Valley, CA",03 Feb 2017 02:53 pm
1.52,"9km NNW of Friday Harbor, Washington",06 Feb 2017 07:47 am
1.52,"3km NE of San Jacinto, CA",06 Feb 2017 11:07 pm
1.52,"3km E of The Geysers, California",07 Feb 2017 06:00 pm
1.52,"12km S of Big Bear Lake, CA",07 Feb 2017 08:45 pm
1.52,"38km ESE of Johannesburg, CA",08 Feb 2017 07:27 pm
1.52,"22km SSW of Enterprise, Utah",09 Feb 2017 10:55 am
1.52,"35km ENE of Covelo, California",12 Feb 2017 06:33 pm
1.52,"5km W of Cobb, California",13 Feb 2017 10:58 am
1.52,"10km NNW of Ridgecrest, CA",13 Feb 2017 12:55 pm
1.52,"25km NE of Soledad, California",15 Feb 2017 10:20 am
1.52,"10km NNW of Volcano, Hawaii",16 Feb 2017 06:25 am
1.52,"18km E of Anthony, Kansas",16 Feb 2017 05:45 pm
1.52,"2km SSW of Cobb, California",19 Feb 2017 12:49 am
1.52,"7km WSW of Huntington Beach, CA",20 Feb 2017 09:46 pm
1.52,"3km NW of Friday Harbor, Washington",26 Feb 2017 11:19 am
1.52,"23km SSW of Los Banos, California",28 Feb 2017 02:32 pm
1.51,"25km NE of Soledad, California",31 Jan 2017 06:35 pm
1.51,"9km WNW of Cobb, California",03 Feb 2017 03:20 am
1.51,"5km SE of Mojave, CA",03 Feb 2017 12:02 pm
1.51,"3km SE of Avenal, California",06 Feb 2017 10:44 pm
1.51,"33km N of Yucca Valley, CA",10 Feb 2017 12:50 pm
1.51,"4km ESE of Butte, Montana",14 Feb 2017 12:11 pm
1.51,"11km SW of Huntington Beach, CA",19 Feb 2017 07:26 am
1.51,"6km WNW of The Geysers, California",27 Feb 2017 12:19 pm
1.51,"8km SSW of Carlsbad, CA",27 Feb 2017 02:58 pm
1.5,"39km SSE of Anchorage, Alaska",31 Jan 2017 02:34 am
1.5,"97km NNW of Talkeetna, Alaska",31 Jan 2017 04:16 am
1.5,"71km SW of Anchor Point, Alaska",31 Jan 2017 04:27 am
1.5,"95km NNW of Talkeetna, Alaska",31 Jan 2017 04:33 am
1.5,"6km NW of Avenal, California",31 Jan 2017 05:43 am
1.5,"8km SW of Richfield, Utah",31 Jan 2017 07:44 am
1.5,"53km NNE of Chitina, Alaska",31 Jan 2017 10:29 am
1.5,"38km SSE of Manley Hot Springs, Alaska",31 Jan 2017 10:49 am
1.5,"26km SW of Anchorage, Alaska",31 Jan 2017 11:51 am
1.5,"73km WSW of Talkeetna, Alaska",31 Jan 2017 01:04 pm
1.5,"43km NE of Talkeetna, Alaska",31 Jan 2017 02:30 pm
1.5,"31km E of Cantwell, Alaska",31 Jan 2017 03:38 pm
1.5,"19km NNE of Badger, Alaska",31 Jan 2017 05:01 pm
1.5,"28km WSW of Hawthorne, Nevada",01 Feb 2017 01:48 am
1.5,"12km WSW of Valdez, Alaska",01 Feb 2017 04:32 am
1.5,"60km ENE of Whittier, Alaska",01 Feb 2017 06:10 am
1.5,"9km ENE of Gerlach-Empire, Nevada",01 Feb 2017 07:08 am
1.5,"39km SW of Anchor Point, Alaska",01 Feb 2017 08:38 pm
1.5,"30km ENE of Wolf Creek, Utah",01 Feb 2017 10:25 pm
1.5,"128km NNW of Kodiak Station, Alaska",01 Feb 2017 10:52 pm
1.5,"42km W of Valdez, Alaska",01 Feb 2017 11:24 pm
1.5,"12km S of Knik-Fairview, Alaska",02 Feb 2017 12:50 am
1.5,"38km E of Skagway, Alaska",02 Feb 2017 06:27 am
1.5,"46km ESE of Beatty, Nevada",02 Feb 2017 08:04 am
1.5,"33km NNE of Anchor Point, Alaska",02 Feb 2017 06:18 pm
1.5,"30km WSW of Hawthorne, Nevada",03 Feb 2017 11:20 am
1.5,"45km ESE of Beatty, Nevada",03 Feb 2017 03:10 pm
1.5,"44km WSW of False Pass, Alaska",03 Feb 2017 04:41 pm
1.5,"27km W of Nikiski, Alaska",03 Feb 2017 05:24 pm
1.5,"34km S of Homer, Alaska",03 Feb 2017 07:20 pm
1.5,"26km WSW of Hawthorne, Nevada",03 Feb 2017 11:10 pm
1.5,"26km WSW of Hawthorne, Nevada",03 Feb 2017 11:12 pm
1.5,"30km WSW of Hawthorne, Nevada",04 Feb 2017 12:32 am
1.5,"55km ENE of Whittier, Alaska",04 Feb 2017 12:58 am
1.5,"30km SW of Hawthorne, Nevada",04 Feb 2017 02:59 am
1.5,"61km NNE of Redoubt Volcano, Alaska",04 Feb 2017 05:06 am
1.5,"45km SSW of Redoubt Volcano, Alaska",04 Feb 2017 07:59 am
1.5,"33km WNW of Anchorage, Alaska",04 Feb 2017 10:40 am
1.5,"24km NNE of Badger, Alaska",04 Feb 2017 03:59 pm
1.5,"39km NNE of Yakutat, Alaska",05 Feb 2017 04:28 pm
1.5,"71km WSW of Anchor Point, Alaska",05 Feb 2017 11:47 pm
1.5,"51km WSW of Anchor Point, Alaska",06 Feb 2017 01:51 am
1.5,"30km ESE of Redoubt Volcano, Alaska",06 Feb 2017 04:20 am
1.5,"85km SSE of Homer, Alaska",06 Feb 2017 06:49 am
1.5,"72km WNW of Valdez, Alaska",06 Feb 2017 07:02 am
1.5,"52km SW of Anchor Point, Alaska",06 Feb 2017 10:28 am
1.5,"56km WNW of Anchor Point, Alaska",06 Feb 2017 02:46 pm
1.5,"89km SSE of Old Iliamna, Alaska",06 Feb 2017 03:27 pm
1.5,"72km WSW of North Nenana, Alaska",06 Feb 2017 03:34 pm
1.5,"92km WNW of Gustavus, Alaska",06 Feb 2017 10:08 pm
1.5,"61km WSW of Cordova, Alaska",07 Feb 2017 07:48 am
1.5,"102km SSE of Old Iliamna, Alaska",07 Feb 2017 02:31 pm
1.5,"54km SSW of Homer, Alaska",07 Feb 2017 02:56 pm
1.5,"28km ENE of Bridgeport, California",07 Feb 2017 10:38 pm
1.5,"34km NNE of Whittier, Alaska",08 Feb 2017 03:19 am
1.5,"61km WSW of Larsen Bay, Alaska",08 Feb 2017 06:30 am
1.5,"53km E of Yakutat, Alaska",08 Feb 2017 07:44 am
1.5,"115km NE of Chignik Lake, Alaska",08 Feb 2017 08:05 am
1.5,"69km NNW of Nikiski, Alaska",08 Feb 2017 02:46 pm
1.5,"68km WNW of Willow, Alaska",09 Feb 2017 01:14 am
1.5,"31km ESE of Redoubt Volcano, Alaska",09 Feb 2017 05:13 am
1.5,"53km W of Willow, Alaska",09 Feb 2017 02:18 pm
1.5,"61km WSW of Cordova, Alaska",09 Feb 2017 05:24 pm
1.5,"19km NNE of Fritz Creek, Alaska",10 Feb 2017 03:19 am
1.5,"30km ENE of Bridgeport, California",10 Feb 2017 05:59 am
1.5,"4km WNW of Sutton-Alpine, Alaska",10 Feb 2017 06:41 am
1.5,"54km S of Old Iliamna, Alaska",10 Feb 2017 12:14 pm
1.5,"29km WSW of Hawthorne, Nevada",10 Feb 2017 03:16 pm
1.5,"27km WSW of Barstow, CA",10 Feb 2017 10:11 pm
1.5,"89km SE of Old Iliamna, Alaska",10 Feb 2017 11:44 pm
1.5,"71km NNW of Talkeetna, Alaska",11 Feb 2017 01:03 am
1.5,"51km SSE of Cantwell, Alaska",11 Feb 2017 01:30 am
1.5,"81km WSW of Cantwell, Alaska",11 Feb 2017 11:42 am
1.5,"56km WNW of Anchor Point, Alaska",11 Feb 2017 12:07 pm
1.5,"30km WNW of Ely, Nevada",11 Feb 2017 12:21 pm
1.5,"75km WNW of Arctic Village, Alaska",11 Feb 2017 02:57 pm
1.5,"36km SSE of Redoubt Volcano, Alaska",11 Feb 2017 07:03 pm
1.5,"31km SW of Homer, Alaska",12 Feb 2017 04:49 am
1.5,"17km SSW of La Parguera, Puerto Rico",12 Feb 2017 07:02 am
1.5,"75km WSW of Larsen Bay, Alaska",12 Feb 2017 08:08 am
1.5,"127km W of Willow, Alaska",12 Feb 2017 08:45 am
1.5,"35km NNW of Valdez, Alaska",12 Feb 2017 12:19 pm
1.5,"48km S of Adak, Alaska",12 Feb 2017 01:50 pm
1.5,"9km N of Houston, Alaska",12 Feb 2017 08:11 pm
1.5,"18km SE of Alamo, Nevada",12 Feb 2017 11:12 pm
1.5,"85km NW of Talkeetna, Alaska",13 Feb 2017 01:26 am
1.5,"31km ENE of Yerington, Nevada",13 Feb 2017 04:45 am
1.5,"32km ENE of Y, Alaska",13 Feb 2017 06:02 am
1.5,"39km SW of Valdez, Alaska",13 Feb 2017 08:05 am
1.5,"140km W of Cantwell, Alaska",13 Feb 2017 10:08 am
1.5,"64km W of Willow, Alaska",13 Feb 2017 11:31 am
1.5,"69km SE of Hawthorne, Nevada",13 Feb 2017 12:17 pm
1.5,"175km WNW of Haines Junction, Canada",13 Feb 2017 01:34 pm
1.5,"35km SE of Cohoe, Alaska",13 Feb 2017 03:35 pm
1.5,"27km NW of Currant, Nevada",13 Feb 2017 05:30 pm
1.5,"110km ESE of Holy Cross, Alaska",13 Feb 2017 07:49 pm
1.5,"30km WNW of Willow, Alaska",14 Feb 2017 01:28 am
1.5,"94km NNW of Talkeetna, Alaska",14 Feb 2017 02:58 am
1.5,"29km WSW of Hawthorne, Nevada",14 Feb 2017 08:07 am
1.5,"25km WNW of Valdez, Alaska",14 Feb 2017 10:39 am
1.5,"35km WSW of Warm Springs, Nevada",14 Feb 2017 03:43 pm
1.5,"102km W of Willow, Alaska",15 Feb 2017 01:37 am
1.5,"34km SSE of Whittier, Alaska",15 Feb 2017 04:39 am
1.5,"6km SSW of Boulder City, Nevada",15 Feb 2017 04:41 am
1.5,"21km SSE of Redoubt Volcano, Alaska",15 Feb 2017 04:46 am
1.5,"46km NNW of Talkeetna, Alaska",15 Feb 2017 06:27 am
1.5,"45km NE of Talkeetna, Alaska",15 Feb 2017 11:33 am
1.5,"3km S of Lajas, Puerto Rico",15 Feb 2017 08:14 pm
1.5,"109km WSW of Talkeetna, Alaska",15 Feb 2017 09:38 pm
1.5,"65km NE of Talkeetna, Alaska",15 Feb 2017 11:26 pm
1.5,"156km NW of Talkeetna, Alaska",16 Feb 2017 02:51 am
1.5,"36km NE of Talkeetna, Alaska",16 Feb 2017 09:11 am
1.5,"107km W of Talkeetna, Alaska",16 Feb 2017 10:17 am
1.5,"19km ESE of Hawthorne, Nevada",16 Feb 2017 11:18 pm
1.5,"52km NNE of Yakutat, Alaska",17 Feb 2017 12:13 am
1.5,"67km WSW of Anchor Point, Alaska",17 Feb 2017 07:30 am
1.5,"66km WNW of Valdez, Alaska",17 Feb 2017 04:10 pm
1.5,"154km WNW of Haines Junction, Canada",17 Feb 2017 05:00 pm
1.5,"3km SE of Palmarejo, Puerto Rico",17 Feb 2017 05:24 pm
1.5,"21km W of Kenai, Alaska",17 Feb 2017 05:32 pm
1.5,"107km W of Cantwell, Alaska",17 Feb 2017 06:15 pm
1.5,"70km NE of Kodiak, Alaska",18 Feb 2017 04:37 am
1.5,"74km NNW of Arctic Village, Alaska",18 Feb 2017 06:59 am
1.5,"17km SSW of Big Lake, Alaska",18 Feb 2017 09:13 am
1.5,"11km ESE of Alum Rock, California",18 Feb 2017 12:46 pm
1.5,"113km WSW of Larsen Bay, Alaska",18 Feb 2017 04:55 pm
1.5,"28km WSW of Hawthorne, Nevada",18 Feb 2017 05:13 pm
1.5,"104km WNW of Larsen Bay, Alaska",18 Feb 2017 06:09 pm
1.5,"29km W of Ester, Alaska",18 Feb 2017 07:21 pm
1.5,"88km SW of Kaktovik, Alaska",18 Feb 2017 08:24 pm
1.5,"39km NNW of Valdez, Alaska",18 Feb 2017 08:32 pm
1.5,"85km SSE of King Salmon, Alaska",18 Feb 2017 11:31 pm
1.5,"24km NW of Nellis Air Force Base, Nevada",19 Feb 2017 02:36 am
1.5,"56km ENE of Lone Pine, California",19 Feb 2017 06:03 am
1.5,"87km NNW of Talkeetna, Alaska",19 Feb 2017 07:41 am
1.5,"127km SSE of Old Iliamna, Alaska",19 Feb 2017 10:19 am
1.5,"59km NNE of Redoubt Volcano, Alaska",19 Feb 2017 10:27 am
1.5,"68km WSW of Unalaska, Alaska",19 Feb 2017 12:54 pm
1.5,"67km W of Anchor Point, Alaska",19 Feb 2017 01:58 pm
1.5,"71km SE of Whittier, Alaska",19 Feb 2017 03:00 pm
1.5,"23km NNE of Badger, Alaska",19 Feb 2017 04:34 pm
1.5,"42km N of Yakutat, Alaska",19 Feb 2017 09:55 pm
1.5,"9km WNW of The Geysers, California",20 Feb 2017 01:39 am
1.5,"108km NW of Talkeetna, Alaska",20 Feb 2017 03:55 am
1.5,"43km SSE of Warm Springs, Nevada",20 Feb 2017 01:15 pm
1.5,"7km W of Cobb, California",20 Feb 2017 01:23 pm
1.5,"179km E of Chitina, Alaska",20 Feb 2017 06:38 pm
1.5,"57km SE of Whittier, Alaska",20 Feb 2017 06:44 pm
1.5,"42km NNE of Sterling, Alaska",20 Feb 2017 07:01 pm
1.5,"151km NE of Dawson, Canada",21 Feb 2017 01:23 pm
1.5,"77km WNW of Talkeetna, Alaska",22 Feb 2017 03:17 am
1.5,"75km W of Gustavus, Alaska",22 Feb 2017 06:30 am
1.5,"7km WNW of North Nenana, Alaska",22 Feb 2017 07:21 am
1.5,"40km W of Kenai, Alaska",22 Feb 2017 10:51 am
1.5,"127km NNW of Kodiak Station, Alaska",22 Feb 2017 11:08 am
1.5,"36km SE of Redoubt Volcano, Alaska",22 Feb 2017 03:48 pm
1.5,"29km WSW of Hawthorne, Nevada",22 Feb 2017 06:37 pm
1.5,"70km NNW of Nikiski, Alaska",22 Feb 2017 07:02 pm
1.5,"75km NNW of Talkeetna, Alaska",22 Feb 2017 09:53 pm
1.5,"25km ENE of North Nenana, Alaska",23 Feb 2017 06:22 pm
1.5,"36km E of Lazy Mountain, Alaska",23 Feb 2017 11:47 pm
1.5,"35km N of Yakutat, Alaska",24 Feb 2017 01:50 am
1.5,"75km W of Cantwell, Alaska",24 Feb 2017 06:18 am
1.5,"65km E of Healy, Alaska",24 Feb 2017 06:45 am
1.5,"32km NNE of Nikiski, Alaska",24 Feb 2017 05:51 pm
1.5,"28km WSW of Hawthorne, Nevada",24 Feb 2017 07:50 pm
1.5,"43km SSE of Goldfield, Nevada",25 Feb 2017 02:32 am
1.5,"40km SW of Cantwell, Alaska",25 Feb 2017 06:26 am
1.5,"28km SW of Hawthorne, Nevada",25 Feb 2017 01:23 pm
1.5,"37km NNE of Amboy, Washington",25 Feb 2017 04:21 pm
1.5,"30km SW of Hawthorne, Nevada",25 Feb 2017 05:59 pm
1.5,"45km N of Valdez, Alaska",25 Feb 2017 06:01 pm
1.5,"41km SSE of Goldfield, Nevada",26 Feb 2017 01:10 am
1.5,"35km NE of Seeley Lake, Montana",26 Feb 2017 03:30 am
1.5,"28km WNW of Anchorage, Alaska",26 Feb 2017 05:29 am
1.5,"27km SW of Big Lake, Alaska",27 Feb 2017 06:41 am
1.5,"15km NW of Ocotillo, CA",27 Feb 2017 02:34 pm
1.5,"32km SSW of Hawthorne, Nevada",27 Feb 2017 02:38 pm
1.5,"55km SSW of Goldfield, Nevada",27 Feb 2017 10:58 pm
1.5,"31km SSW of Carlin, Nevada",28 Feb 2017 03:46 am
1.5,"32km SE of Tanana, Alaska",01 Mar 2017 12:32 pm
1.49,"4km SSE of San Juan Bautista, California",08 Feb 2017 12:19 am
1.49,"6km SSW of Cosmopolis, Washington",13 Feb 2017 04:05 pm
1.49,"35km ENE of Covelo, California",14 Feb 2017 01:26 am
1.49,"6km NNW of Tiptonville, Tennessee",19 Feb 2017 12:21 am
1.49,"17km NNE of Borrego Springs, CA",19 Feb 2017 10:23 am
1.49,"5km WNW of The Geysers, California",23 Feb 2017 01:39 am
1.49,"6km NW of The Geysers, California",23 Feb 2017 10:26 pm
1.49,"17km W of Hoback, Wyoming",24 Feb 2017 09:15 am
1.49,"6km NE of Three Forks, Montana",24 Feb 2017 10:03 am
1.49,"4km WNW of The Geysers, California",25 Feb 2017 09:59 pm
1.49,"5km WNW of The Geysers, California",01 Mar 2017 12:36 am
1.49,"8km W of The Geysers, California",01 Mar 2017 12:39 am
1.48,"20km SSW of Duncan, Canada",12 Feb 2017 12:29 am
1.48,"2km E of Indianola, Washington",14 Feb 2017 11:27 am
1.48,"35km ENE of Covelo, California",14 Feb 2017 11:40 pm
1.48,"2km NW of The Geysers, California",15 Feb 2017 02:47 pm
1.48,"5km WSW of Volcano, Hawaii",16 Feb 2017 12:29 am
1.48,"16km SE of Volcano, Hawaii",20 Feb 2017 11:47 am
1.48,"7km W of Cobb, California",20 Feb 2017 01:28 pm
1.48,"16km ESE of Dillon, Montana",22 Feb 2017 02:51 pm
1.48,"40km E of Olancha, CA",23 Feb 2017 11:52 pm
1.48,"10km SSE of Westport, Washington",27 Feb 2017 12:14 am
1.47,"7km WNW of Avenal, California",31 Jan 2017 06:38 am
1.47,"1km E of Pacifica, California",01 Feb 2017 08:39 am
1.47,"34km ENE of Jackson, Wyoming",02 Feb 2017 10:18 am
1.47,"19km ENE of Thousand Palms, CA",03 Feb 2017 08:55 pm
1.47,"16km WNW of Progreso, B.C., MX",04 Feb 2017 02:28 pm
1.47,"2km SSE of Chino Hills, CA",04 Feb 2017 06:33 pm
1.47,"3km S of Avenal, California",07 Feb 2017 12:13 pm
1.47,"13km SE of Mammoth Lakes, California",07 Feb 2017 12:45 pm
1.47,"10km N of Banning, CA",10 Feb 2017 11:46 pm
1.47,"32km SE of Bodfish, CA",13 Feb 2017 03:47 pm
1.47,"9km WNW of Cobb, California",14 Feb 2017 09:16 am
1.47,"18km ESE of Anza, CA",18 Feb 2017 11:30 am
1.47,"15km SE of Volcano, Hawaii",18 Feb 2017 12:18 pm
1.47,"30km N of Yucca Valley, CA",20 Feb 2017 06:51 am
1.47,"10km S of Honaunau-Napoopoo, Hawaii",21 Feb 2017 08:42 am
1.47,"6km S of Coso Junction, CA",23 Feb 2017 04:16 pm
1.47,"12km SE of Challis, Idaho",23 Feb 2017 09:55 pm
1.47,"27km SSW of Coalinga, California",25 Feb 2017 05:38 am
1.47,"4km SE of Port Ludlow, Washington",01 Mar 2017 11:41 am
1.46,"5km WNW of Avenal, California",31 Jan 2017 06:16 am
1.46,"5km S of Banning, CA",03 Feb 2017 03:49 am
1.46,"46km NE of Holtville, CA",03 Feb 2017 01:19 pm
1.46,"14km S of Volcano, Hawaii",04 Feb 2017 03:32 pm
1.46,"20km SW of Ocotillo Wells, CA",05 Feb 2017 01:44 am
1.46,"1km SE of Jamul, CA",06 Feb 2017 11:14 pm
1.46,"14km SE of Volcano, Hawaii",08 Feb 2017 05:22 am
1.46,"3km E of The Geysers, California",12 Feb 2017 01:41 am
1.46,"9km NE of Aguanga, CA",12 Feb 2017 11:35 am
1.46,"7km NNW of Friday Harbor, Washington",12 Feb 2017 01:24 pm
1.46,"9km NW of The Geysers, California",14 Feb 2017 12:08 am
1.46,"34km NNE of Amboy, Washington",24 Feb 2017 11:39 pm
1.46,"6km NE of Imperial, CA",25 Feb 2017 08:57 pm
1.46,"26km NW of West Bishop, California",02 Mar 2017 12:50 am
1.45,"6km NW of The Geysers, California",31 Jan 2017 04:39 pm
1.45,"9km SE of Bishop, California",01 Feb 2017 03:10 am
1.45,"10km NNW of Big Bear City, CA",06 Feb 2017 09:44 am
1.45,"19km ESE of Volcano, Hawaii",08 Feb 2017 11:54 pm
1.45,"11km WNW of Templeton, California",10 Feb 2017 06:36 am
1.45,"7km NW of The Geysers, California",10 Feb 2017 08:57 pm
1.45,"5km NW of The Geysers, California",13 Feb 2017 10:46 pm
1.45,"15km ESE of Honoka'a, Hawaii",15 Feb 2017 01:38 pm
1.45,"22km NE of King City, California",16 Feb 2017 04:05 pm
